number,name_anglicized,name_latin,title,region_anglicized,region_latin,fief_area,fief_latin,knights,knights_shared,villanos,commendatarios,held_from,held_from_latin,augmentum_knights,augmentum_knights_shared,augmentum_sergeant,augmentum_sergeant_shared,augmentum_crossbow,augmentum_crossbow_shared,augmentum_infantry,augmentum_infantry_shared,location
1139,Senebaldus Penditacius,Senebaldus Penditacius,,,,Canetra,,,,,,The King,,,,,,,,,,
1140,Ospinellus of St. Martin,Ospinellus de Sancto Martino,,,,Collina,,1,,,,The King,,2,4,,,,,,,
1140,Ospinellus of St. Martin,Ospinellus de Sancto Martino,,,,S. Martino,,,,,,The King,,,,,,,,,,
1141,Son of Garsenius,Filius Garsenii,,,,Capradosso,,2,,,,The King,,6,12,,,,,,,
1141,Son of Garsenius,Filius Garsenii,,,,Baranum,,1,,,,The King,,,,,,,,,,
1142,Alexander of Balbiano,Alexander de Balbiano,,,,Balbiano,,2,,,,The King,,8,16,,,,,,,
1142,Alexander of Balbiano,Alexander de Balbiano,,,,Calcariola,,1,,,,The King,,,,,,,,,,
1142,Alexander of Balbiano,Alexander de Balbiano,,,,M. Ponzano,,1,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Barete,,2,,,,The King,,41,58,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Cagnano Amiterno,,2,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Furcam Petulam,,1,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Rocca di Fondi,,1,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Antrodoco,,2,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,M. Calcarone,,1,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Cesoni,,1,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Pedece,,1,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Apagitanum,,,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Lugnano,,6,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Ascerum,,,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Rocca Scianoli,,,,,,The King,,,,,,,,,,
1143,Rainald of Lavareta,Raynaldus de Lavareta,,,,Tallatam,,,,,,The King,,,,,,,,,,
1144,Berard Conversus,Berardus Conversus,,,,Mozza,,1.5,,,,Raynaldus de Lavareta,,3,6,,,,,,,
1145,Roffridus and Gentilis and Rainald,Roffridus et Gentilis et Raynaldus,,,,Pianezza,,2,,,,Raynaldus de Lavareta,,4,8,,,,,,,
1145,Roffridus and Gentilis and Rainald,Roffridus et Gentilis et Raynaldus,,,,Verrico,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1145,Roffridus and Gentilis and Rainald,Roffridus et Gentilis et Raynaldus,,,,Castiglione,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1146,Suppo of Villa Galeta,Suppo de Villa Galeta,,,,Villam Galetam,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1146,Suppo of Villa Galeta,Suppo de Villa Galeta,,,,Piciscum,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1146,Suppo of Villa Galeta,Suppo de Villa Galeta,,,,Roccasalle,,2.5,,,,Raynaldus de Lavareta,,5,10,,,,,,,
1147,Walter of Trozo,Gaulterius de Trozo,,,,Armatis,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1147,Walter of Trozo,Gaulterius de Trozo,,,,Rocca di Corno,,2,,,,Raynaldus de Lavareta,,4,8,,,,,,,
1147,Walter of Trozo,Gaulterius de Trozo,,,,Rocca de Intra,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1148,Pandulf of Catalicii,Pandulfus de Catalicii,,,,Butiro,,1.25,,,,Raynaldus de Lavareta,,2,4,,,,,,,
1148,Pandulf of Catalicii,Pandulfus de Catalicii,,,,Poggio Bustone,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1149,Agitaytius,Agitaytius,Goodman? (Bonus),,,Sommati,,1,,,,Raynaldus de Lavareta,,4,8,,,,,,,
1149,Agitaytius,Agitaytius,Goodman,,,Roccapassa,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1149,Agitaytius,Agitaytius,Goodman,,,Patarico,,1,,,,Raynaldus de Lavareta,,,,,,,,,,
1149,Agitaytius,Agitaytius,Goodman,,,Guastum Pumarosum,,,,,,Raynaldus de Lavareta,,,,,,,,,,
1150,Senebaldus of Marto,Senebaldus de Marto,,,,Tufo,,1,,,,Bono Aguayto,,2,4,,,,,,,
1150,Senebaldus of Marto,Senebaldus de Marto,,,,Poggio d'Api,,,,,,Bono Aguayto,,,,,,,,,,
1151,Raynerius of Flecta,Raynerius de Flecta,,,,Madonna di Filetto,,1,,,,Bono Aguayto,,2,4,,,,,,,
1152,Richard of Sculcula,Riccardus de Sculcula,,,,Sculcule,,1,,,,Bono Aguayto,,2,4,,,,,,,
1153,Brunamonte,Brunamonte,,,,Falagnino,,,,,,The King,,,,,,,,,,
1153,Brunamonte,Brunamonte,,,,Rosata,,2,,,,The King,,4,8,,,,,,,
1153,Brunamonte,Brunamonte,,,,Turrem,,,,,,The King,,,,,,,,,,
1154,Lords,Domini,Lords,,,Terzone S. Pietro,,1,,,,Brunamonte,,2,4,,,,,,,
1155,Thamas of Preturo,Thamasius de Preturo,,,,Preturo,,3,,,,,,24,50,,,,,,,
1155,Thamas of Preturo,Thamasius de Preturo,,,,Vallinsu,,1,,,,,,,,,,,,,,
1155,Thamas of Preturo,Thamasius de Preturo,,,,Civitatomassa,,1,,,,,,,,,,,,,,
1155,Thamas of Preturo,Thamasius de Preturo,,,,Forcella,,3,,,,,,,,,,,,,,
1155,Thamas of Preturo,Thamasius de Preturo,,,,Cascina,,,,,,,,,,,,,,,,
1155,Thamas of Preturo,Thamasius de Preturo,,,,Roio Piano,,2,,,,,,,,,,,,,,
1156,Peter Solomon,Petrus Salomon,,,,Mayrano,,1,,,,Thomasius de Preturo,,2,4,,,,,,,
1157,Gentilis Vetulus of St. Victorinus,Gentilis Vetulus Sancti Victorini,,,,San Vittorino,,4,,,,The King,,17,40,,,,,,,
1157,Gentilis Vetulus of St. Victorinus,Gentilis Vetulus Sancti Victorini,,,,Arischia,,1,,,,The King,,,,,,,,,,
1157,Gentilis Vetulus of St. Victorinus,Gentilis Vetulus Sancti Victorini,,,,Monte Porcinari,,1,,,,The King,,,,,,,,,,
1157,Gentilis Vetulus of St. Victorinus,Gentilis Vetulus Sancti Victorini,,,,Poggio S. Maria,,2,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Coppito,,4,,,,The King,,56,113,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Pila,,2,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Roio Piano,,1,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Sancta Ancia,,2,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Rocca S. Stefano,,1.5,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Tornimparte,,1.5,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Pescomaggiore,,1,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Gignano,,1,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Margine,,1,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Capignanum,,2,,,,The King,,,,,,,,,,
1158,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Tussillo,,3,,,,The King,,,,,,,,,,
1159,Gentilis of Vallelucida,Gentilis de Vallelucida,,,,Vallelucida,,0.5,,,,Gentilis et Gaulterius de Popleto,,1,2,,,,,,,
1160,Illezus and Transmundus of Valleincesa and Henry of Faianzana,Illezus et Transmundus de Valleincesa et Henricus de Faianzana,,,,Faizzone,,0.5,,,,,,1,2,,,,,,,
1160,Illezus and Transmundus of Valleincesa and Henry of Faianzana,Illezus et Transmundus de Valleincesa et Henricus de Faianzana,,,,Vallemincesam,,,,,,,,,,,,,,,,
1161,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,Collalto,,0.5,,,,,,4,8,,,,,,,
1162,Rainald of Laspelunca,Raynaldus de Laspelunca,,,,Spelonga,,1,,,,,,2,4,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Villa Campaneschi,,9,,,,,,26,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Poggio d'Api,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Laculo,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Forcelle,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Macchia,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Collespada,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Cervelli,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Castilione,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Gaurdia,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Pianezza,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Boreto,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Albaneto,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Colle de Turri,,,,,,,,,,,,,,,,
1163,Berard Senebaldus,Berardus Senebaldus,,,,Colle Rotundo,,,,,,,,,,,,,,,,
1164,Rainald Ranucii and Ingurzus,Raynaldus Ranucii et Ingurzus,,,,Scandarello,,1,,,,,,2,4,,,,,,,
1164,Rainald Ranucii and Ingurzus,Raynaldus Ranucii et Ingurzus,,,,Poggio Vitellino,,,,,,,,,,,,,,,,
1165,Walter Pignanellus,Gaulterius Pignanellus,,,,Sculcule,,,,,,,,,,,,,,,,
1165,Walter Pignanellus,Gaulterius Pignanellus,,,,Amatrice,,1,,,,,,4,8,,,,,,,
1166,Oderisius Raynaldi and Uguiczonus of Transerico,Oderisius Raynaldi et Uguiczonus de Transerico,,,,Mararensi,,2,,,,,,4,10,,,,,,,
1166,Oderisius Raynaldi and Uguiczonus of Transerico,Oderisius Raynaldi et Uguiczonus de Transerico,,,,Mayrano,,,,,,,,,,,,,,,,
1166,Oderisius Raynaldi and Uguiczonus of Transerico,Oderisius Raynaldi et Uguiczonus de Transerico,,,,Monte Urselli,,,,,,,,,,,,,,,,
1166,Oderisius Raynaldi and Uguiczonus of Transerico,Oderisius Raynaldi et Uguiczonus de Transerico,,,,Fano,,,,,,,,,,,,,,,,
1166,Oderisius Raynaldi and Uguiczonus of Transerico,Oderisius Raynaldi et Uguiczonus de Transerico,,,,Auiano,,,,,,,,,,,,,,,,
1166,Oderisius Raynaldi and Uguiczonus of Transerico,Oderisius Raynaldi et Uguiczonus de Transerico,,,,Rocca Furrici,,,,,,,,,,,,,,,,
1167,Thadeus et Walter of Baczano and Baldasar and Hector,Taddeus et Gaulterius de Baczano et Baldasar et Hector,,,,Bazanum,,,,,,Gentilis et Gaulterius de Popleto,,,,,,,,,,
1168,Walter of Tuli and Mulippis John of Castellione,Gaulterius de Tuli et Mulippis Johannis de Castellione,,,,Bagno,,3,,,,,,16,33,,,,,,,
1168,Walter of Tuli and Mulippis John of Castellione,Gaulterius de Tuli et Mulippis Johannis de Castellione,,,,Castiglione diruto,,,,,,,,,,,,,,,,
1168,Walter of Tuli and Mulippis John of Castellione,Gaulterius de Tuli et Mulippis Johannis de Castellione,,,,Civita,,,,,,,,,,,,,,,,
1168,Walter of Tuli and Mulippis John of Castellione,Gaulterius de Tuli et Mulippis Johannis de Castellione,,,,Lencorne,,,,,,,,,,,,,,,,
1168,Walter of Tuli and Mulippis John of Castellione,Gaulterius de Tuli et Mulippis Johannis de Castellione,,,,Paganica,,,,,,,,,,,,,,,,
1169,Rainald Bonihominis et Berard et Oderisius  et Berard Berardi et Gentilis,Raynaldus Bonihominis et Berardus et Oderisius  et Berardus Berardi et Gentilis,Goodman?,,,Forcona,,8,,,,,,16,32,,,,,,,
1169,Rainald Bonihominis et Berard et Oderisius  et Berard Berardi et Gentilis,Raynaldus Bonihominis et Berardus et Oderisius  et Berardus Berardi et Gentilis,Goodman?,,,Paganica,,,,,,,,,,,,,,,,
1169,Rainald Bonihominis et Berard et Oderisius  et Berard Berardi et Gentilis,Raynaldus Bonihominis et Berardus et Oderisius  et Berardus Berardi et Gentilis,Goodman?,,,Assergi,,,,,,,,,,,,,,,,
1169,Rainald Bonihominis et Berard et Oderisius  et Berard Berardi et Gentilis,Raynaldus Bonihominis et Berardus et Oderisius  et Berardus Berardi et Gentilis,Goodman?,,,Fagnano Alto,,,,,,,,,,,,,,,,
1169,Rainald Bonihominis et Berard et Oderisius  et Berard Berardi et Gentilis,Raynaldus Bonihominis et Berardus et Oderisius  et Berardus Berardi et Gentilis,Goodman?,,,Filetto,,,,,,,,,,,,,,,,
1170,Lords of Senicius,Domini Senicii,,,,Senicii,,3,,,,,,6,12,,,,,,,
1170,Lords of Senicius,Domini Senicii,,,,Poggio Picenze,,,,,,,,,,,,,,,,
1170,Lords of Senicius,Domini Senicii,,,,Leporanica,,,,,,,,,,,,,,,,
1171,Gentilis and Walter of Popleto,Gentilis et Gaulterius de Popleto,,,,S. Pio delle Camere,,0.5,,,,The King,,1,2,,,,,,,
1172,Todinus of Colimento,Todinus de Colimento,,,,Ocre,,5,,,,The King,,25,50,,,,,,,
1172,Todinus of Colimento,Todinus de Colimento,,,,Turrisanum,,1,,,,The King,,,,,,,,,,
1172,Todinus of Colimento,Todinus de Colimento,,,,Corno,,,,,,The King,,,,,,,,,,
1172,Todinus of Colimento,Todinus de Colimento,,,,Valle di Antrodoco,,3,,,,The King,,,,,,,,,,
1172,Todinus of Colimento,Todinus de Colimento,,,,Piano Piscinola,,1,,,,The King,,,,,,,,,,
1172,Todinus of Colimento,Todinus de Colimento,,,,Alia Rocca de Saltu,,,,,,The King,,,,,,,,,,
1172,Todinus of Colimento,Todinus de Colimento,,,,Valle Cicolana,,1,,,,The King,,,,,,,,,,
1173,Lords of Senicius,Domini Senicii,,,,Lepoaranicam,,2,,,,Todinus de Colimento,,4,10,,,,,,,
1174,Machilonenses,Machilonenses,,,,il Macchione,,7,,,,Todinus de Colimento,,14,50,,,,,,,
1174,Machilonenses,Machilonenses,,,,Villa Camponeschi,,1,,,,Todinus de Colimento,,1,4,,,,,,,
1174,Machilonenses,Machilonenses,,,,Asculculinum,,,,,,Todinus de Colimento,,,,,,,,,,
1175,Berard of Bagno,Berardus de Bagno,,,,Bagno,,,,,,Todinus de Colimento,,,,,,,,,,
1175,Berard of Bagno,Berardus de Bagno,,,,Bazzano,,,,,,Todinus de Colimento,,,,,,,,,,
1176,Walter of Tulli and John of Castillione,Gaulterius de Tulli et Johannis de Castillione,,,,Todini de Colimento,,13,,,,,,28,,,,,,,,
1177,Berard of Colimento,Berardus de Colimento,,,,Stiffe,,3,,,,The King,,18,50,,,,,,,
1177,Berard of Colimento,Berardus de Colimento,,,,Terranera,,3,,,,The King,,,,,,,,,,
1177,Berard of Colimento,Berardus de Colimento,,,,Barriles,,1,,,,The King,,,,,,,,,,
1177,Berard of Colimento,Berardus de Colimento,,,,Turrisanum,,1,,,,The King,,,,,,,,,,
1177,Berard of Colimento,Berardus de Colimento,,,,Staffoli,,1,,,,The King,,,,,,,,,,
1178,Gentilis of Berarduczo,Gentilis de Berarduczo,,,,Macchione,,1,,,,Berardus de Colimento,,2,4,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Tempera,,,,,,The King,,,,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Collebrincioni,,,,,,The King,,,,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Camarda,,,,,,The King,,,,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Guastam,,,,,,The King,,,,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Aragno,,4,,,,The King,,8,16,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Pescomaggiore,,,,,,The King,,,,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Paganica,,,,,,The King,,,,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Assergi,,,,,,The King,,,,,,,,,,
1179,Atenulfus of Intreben,Atenulfus de Intreben,,,,Fagnano Alto,,1,,,,The King,,2,4,,,,,,,
1180,Berard of Clarino,Berardus de Clarino,,,,Clarini,,0.5,,,,Atenulfus de Intreben,,2,2,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Carapelle Calvisio,,4,,,,,,36,50,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Civitaretenga,,1,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Tossica,,2,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Forca del Valle,,1,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Castellionis,,2,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Casale S. Nicola,,1,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Basciano,,1,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Aquilanum,,1,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Carrettam,,,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Vico,,1,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,Isola del Gran Sasso,,2,,,,,,,,,,,,,,
1181,Oderisius of Collepetrano,Oderisius de Collepetrano,,Comitis Boamundi,,S. Maria a Pagliara,,1,,,,,,,,,,,,,,
1182,Transmundus and Berardus his brother,Transmundus et Berardus frater,,,,Castel Castagna,,1,,,,Oderisius de Collepetrano,,7,14,,,,,,,
1182,Transmundus and Berardus his brother,Transmundus et Berardus frater,,,,Acquaviva,,0.5,,,,Oderisius de Collepetrano,,,,,,,,,,
1183,Robert and Rainald,Robertus et Raynaldus,,,,Colle Vecchio,,0.33,,,,Oderisius de Collepetrano,,2,,,,,,,,
1183,Robert and Rainald,Robertus et Raynaldus,,,,Cerrita,,1,,,,Oderisius de Collepetrano,,,,,,,,,,
1184,Galganus of Collepetri,Galganus de Collepetri,,,,Caporciano,,2,,,,The King,,20,34,,,,,,,
1184,Galganus of Collepetri,Galganus de Collepetri,,,,Navelli,,2,,,,The King,,,,,,,,,,
1184,Galganus of Collepetri,Galganus de Collepetri,,,,Castiglione Messer Raimondo,,2,,,,The King,,,,,,,,,,
1184,Galganus of Collepetri,Galganus de Collepetri,,,,Aprum,,2,,,,The King,,,,,,,,,,
1184,Galganus of Collepetri,Galganus de Collepetri,,,,Appignano,,1,,,,The King,,,,,,,,,,
1185,Walter son of Jonathan of Collepetri,Gaulterius filius Jonathe de Collepetri,,,,Collepietro,,2,,,,The King,,16,32,,,,,,,
1185,Walter son of Jonathan of Collepetri,Gaulterius filius Jonathe de Collepetri,,,,Turrim,,,,,,The King,,,,,,,,,,
1185,Walter son of Jonathan of Collepetri,Gaulterius filius Jonathe de Collepetri,,,,Acciano,,1,,,,The King,,,,,,,,,,
1185,Walter son of Jonathan of Collepetri,Gaulterius filius Jonathe de Collepetri,,,,S. Giorgio,,,,,,The King,,,,,,,,,,
1185,Walter son of Jonathan of Collepetri,Gaulterius filius Jonathe de Collepetri,,,,Roccapreturo,,1,,,,The King,,,,,,,,,,
1185,Walter son of Jonathan of Collepetri,Gaulterius filius Jonathe de Collepetri,,,,S. Benedetto,,1,,,,The King,,,,,,,,,,
1186,Oderisius of Bisanto,Oderisius de Bisanto,,,,Bacucco,,2,,,,The King,,15,20,,,,,,,
1186,Oderisius of Bisanto,Oderisius de Bisanto,,,,Bisenti,,2,,,,The King,,,,,,,,,,
1186,Oderisius of Bisanto,Oderisius de Bisanto,,,,Troctam,,1,,,,The King,,,,,,,,,,
1186,Oderisius of Bisanto,Oderisius de Bisanto,,,,S. Maria a Cupola,,1,,,,The King,,,,,,,,,,
1186,Oderisius of Bisanto,Oderisius de Bisanto,,,,Civitaretenga,,1,,,,The King,,,,,,,,,,
1187,Transmundus of Auiano and the other Transmundus of Auiano and Berardus of Cluviano,Transmundus de Auiano et alter Transmundus se Auiano et Berardus de Cluviano,,,,Ornano,,,,,,Oderisius de Bisanto,,,,,,,,,,
1187,Transmundus of Auiano and the other Transmundus of Auiano and Berardus of Cluviano,Transmundus de Auiano et alter Transmundus se Auiano et Berardus de Cluviano,,,,Chiovano,,2,,,,Oderisius de Bisanto,,4,4,,,,,,,
1188,Teodinus of Castello,Teodinus de Castello,,,,Orsa,,2,,,,The King,,8,10,,,,,,,
1188,Teodinus of Castello,Teodinus de Castello,,,,Acciano,,2,,,,The King,,,,,,,,,,
1189,Walter Gentilis,Gaulterius Gentilis,,,,Castiglione a Casauria,,3,,,,,,22,40,,,,,,,
1189,Walter Gentilis,Gaulterius Gentilis,,,,Pescosansonesco,,3,,,,,,,,,,,,,,
1189,Walter Gentilis,Gaulterius Gentilis,,,,Summatinum,,1,,,,,,,,,,,,,,
1189,Walter Gentilis,Gaulterius Gentilis,,,,Fontecchio,,2,,,,,,,,,,,,,,
1189,Walter Gentilis,Gaulterius Gentilis,,,,Licii,,1,,,,,,,,,,,,,,
1190,Sansus of Petra Iniqua,Sansus de Petra Iniqua,,,,Pietranico,,2,,,,,,6,,,,,,,,
1190,Sansus of Petra Iniqua,Sansus de Petra Iniqua,,,,Corvara,,1,,,,,,,,,,,,,,
1191,Berard of Castillione,Berardus de Castillione,,,,Corvara,,1,,,,,,6,6,,,,,,,
1191,Berard of Castillione,Berardus de Castillione,,,,Pentoritam,,2,,,,,,,,,,,,,,
1192,Berard Gentilis,Berardus Gentilis,,,,Valle Tritana,,4,,,,,,26,,,,,,,,
1192,Berard Gentilis,Berardus Gentilis,,,,Presanam,,3,,,,,,,,,,,,,,
1192,Berard Gentilis,Berardus Gentilis,,,,Bominaco,,2,,,,,,,,,,,,,,
1192,Berard Gentilis,Berardus Gentilis,,,,Furcam,,1,,,,,,,,,,,,,,
1192,Berard Gentilis,Berardus Gentilis,,,,Aratorem,,1,,,,,,,,,,,,,,
1193,Berard son of Adamannus,Berardus filius Adamanni,,,,Roccam de Cerebro,,,,,,Berardus Gentilis,,,,,,,,,,
1193,Berard son of Adamannus,Berardus filius Adamanni,,,,Roccam Triforti,,2,,,,Berardus Gentilis,,4,,,,,,,,
1194,Berard Castilli,Berardus Castilli,,,,Bictorrite,,1.5,,,,Berardus Gentilis,,2,,,,,,,,
1195,Gentilis of Rayano,Gentilis de Rayano,,,,Raiano,,2,,,,,,25,40,,,,,,,
1195,Gentilis of Rayano,Gentilis de Rayano,,,,Prezza,,2,,,,,,,,,,,,,,
1195,Gentilis of Rayano,Gentilis de Rayano,,,,Licii,,1,,,,,,,,,,,,,,
1195,Gentilis of Rayano,Gentilis de Rayano,,,,La Forca,,0.5,,,,,,,,,,,,,,
1195,Gentilis of Rayano,Gentilis de Rayano,,,,Il Colle,,1,,,,,,,,,,,,,,
1196,Berard of Vicolo,Berardus de Vicolo,,,,Vicoli,,2,,,,Gentilis de Rayano,,,,,,,,,,
1196,Berard of Vicolo,Berardus de Vicolo,,,,Beffi,,0.5,,,,Gentilis de Rayano,,,,,,,,,,
1197,Oddo son of Oddo of Pectorano,Oddo filius Oddonis de Pectorano,,,,Burrelli,,7,,,,The King,,36,100,,,,,,,
1197,Oddo son of Oddo of Pectorano,Oddo filius Oddonis de Pectorano,,,,Carceri,,3,,,,The King,,,,,,,,,,
1197,Oddo son of Oddo of Pectorano,Oddo filius Oddonis de Pectorano,,,,Turripesclum,,2,,,,The King,,,,,,,,,,
1197,Oddo son of Oddo of Pectorano,Oddo filius Oddonis de Pectorano,,,,Pietransieri,,3,,,,The King,,,,,,,,,,
1198,Son of Preachim,Filius Preachim,,,,Sagaczanum,,1,,,,Oddo filius Oddonis de Pectorano,,2,,,,,,,,
1199,Walter Attenulfi,Gaulterius Attenulfi,,,,Castellum Novum,,1,,,,Oddo filius Oddonis de Pectorano,,2,4,,,,,,,
1200,Walter Gerard,Gaulterius Girardi,,,,Rocca Pia,,2,,,,Oddo filius Oddonis de Pectorano,,4,8,,,,,,,
1201,Landulf of Pacile,Landulfus de Pacile,,,,Piano La Torre,,2,,,,Oddo filius Oddonis de Pectorano,,5,5,,,,,,,
1201,Landulf of Pacile,Landulfus de Pacile,,,,Pacile,,0.5,,,,Oddo filius Oddonis de Pectorano,,,,,,,,,,
1202,Flandina widow of Matthew of Pectorano,Flandina olim uxor Mathei de Pectorano,,,,Rivisondoli,,1,,,,Oddo filius Oddonis de Pectorano,,2,4,,,,,,,
1203,Cassanenses,Cassanenses,,,,Campo di Giove,,1,,,,Oddo filius Oddonis de Pectorano,,2,4,,,,,,,
1204,Blessed Abbot of St. John in Venere,Benedictus Abbas Sancti Johannis in Venere,,Ducatus de eadem Comestabulia,,Poggiomorello,,1,,,,,,52,104,,,,,,,
1204,Blessed Abbot of St. John in Venere,Benedictus Abbas Sancti Johannis in Venere,,Ducatus de eadem Comestabulia,,Montepagano,,5,,,,,,,,,,,,,,
1204,Blessed Abbot of St. John in Venere,Benedictus Abbas Sancti Johannis in Venere,,Ducatus de eadem Comestabulia,,Villa Casale,,1,,,,,,,,,,,,,,
1204,Blessed Abbot of St. John in Venere,Benedictus Abbas Sancti Johannis in Venere,,Ducatus de eadem Comestabulia,,Muraltum,,2,,,,,,,,,,,,,,
1204,Blessed Abbot of St. John in Venere,Benedictus Abbas Sancti Johannis in Venere,,Ducatus de eadem Comestabulia,,Mutignano,,2,,,,,,,,,,,,,,
1204,Blessed Abbot of St. John in Venere,Benedictus Abbas Sancti Johannis in Venere,,Ducatus de eadem Comestabulia,,Silvi,,2,,,,,,,,,,,,,,
1204,Blessed Abbot of St. John in Venere,Benedictus Abbas Sancti Johannis in Venere,,Ducatus de eadem Comestabulia,,S. Vito Chietino,,2,,,,,,,,,,,,,,
1204,Blessed Abbot of St. John in Venere,Benedictus Abbas Sancti Johannis in Venere,,Ducatus de eadem Comestabulia,,Civitas Sangri,,2,,,,,,,,,,,,,,
